"Linux Name","Linux Keycode","OS-X Name","OS-X Keycode","AT set1 keycode","AT set2 keycode","AT set3 keycode","USB Keycodes","Win32 Name","Win32 Keycode","Xwin XT","Xfree86 KBD XT","X11 keysym","X11 keycode"
KEY_GRAVE,41,ANSI_Grave,0x32,0x29,0x0e,0x0e,53,VK_OEM_3,0xc0,41,41,XK_asciitilde,0x007e
KEY_SHIFT,42,Shift,0x38,0x2a,0x12,0x12,225,VK_SHIFT,0x10,42,42,XK_Shift_L,0xffe1
KEY_LEFTSHIFT,42,Shift,0x38,0x2a,0x12,0x12,225,VK_LSHIFT,0xa0,42,42,XK_Shift_L,0xffe1
KEY_BACKSLASH,43,ANSI_Backslash,0x2a,0x2b,0x5d,0x5d,50,VK_OEM_5,0xdc,43,43,XK_backslash,0x005c
KEY_BACKSLASH,43,ANSI_Backslash,0x2a,0x2b,0x5d,0x5d,50,VK_OEM_5,0xdc,43,43,XK_bar,0x007c
KEY_Z,44,ANSI_Z,0x6,0x2c,0x1a,0x1a,29,VK_Z,0x5a,44,44,XK_Z,0x005a
KEY_Z,44,ANSI_Z,0x6,0x2c,0x1a,0x1a,29,VK_Z,0x5a,44,44,XK_z,0x007a
KEY_X,45,ANSI_X,0x7,0x2d,0x22,0x22,27,VK_X,0x58,45,45,XK_X,0x0058
KEY_X,45,ANSI_X,0x7,0x2d,0x22,0x22,27,VK_X,0x58,45,45,XK_x,0x0078
KEY_C,46,ANSI_C,0x8,0x2e,0x21,0x21,6,VK_C,0x43,46,46,XK_C,0x0043
KEY_C,46,ANSI_C,0x8,0x2e,0x21,0x21,6,VK_C,0x43,46,46,XK_c,0x0063
KEY_V,47,ANSI_V,0x9,0x2f,0x2a,0x2a,25,VK_V,0x56,47,47,XK_V,0x0056
KEY_V,47,ANSI_V,0x9,0x2f,0x2a,0x2a,25,VK_V,0x56,47,47,XK_v,0x0076
KEY_B,48,ANSI_B,0xb,0x30,0x32,0x32,5,VK_B,0x42,48,48,XK_B,0x0042
KEY_B,48,ANSI_B,0xb,0x30,0x32,0x32,5,VK_B,0x42,48,48,XK_b,0x0062
KEY_N,49,ANSI_N,0x2d,0x31,0x31,0x31,17,VK_N,0x4e,49,49,XK_N,0x004e
KEY_N,49,ANSI_N,0x2d,0x31,0x31,0x31,17,VK_N,0x4e,49,49,XK_n,0x006e
KEY_M,50,ANSI_M,0x2e,0x32,0x3a,0x3a,16,VK_M,0x4d,50,50,XK_M,0x004d
KEY_M,50,ANSI_M,0x2e,0x32,0x3a,0x3a,16,VK_M,0x4d,50,50,XK_m,0x006d
KEY_COMMA,51,ANSI_Comma,0x2b,0x33,0x41,0x41,54,VK_OEM_COMMA,0xbc,51,51,XK_comma,0x002c
KEY_COMMA,51,ANSI_Comma,0x2b,0x33,0x41,0x41,54,VK_OEM_COMMA,0xbc,51,51,XK_less,0x003c
KEY_DOT,52,ANSI_Period,0x2f,0x34,0x49,0x49,55,VK_OEM_PERIOD,0xbe,52,52,XK_period,0x002e
KEY_DOT,52,ANSI_Period,0x2f,0x34,0x49,0x49,55,VK_OEM_PERIOD,0xbe,52,52,XK_greater,0x003e
KEY_SLASH,53,ANSI_Slash,0x2c,0x35,0x4a,0x4a,56,VK_OEM_2,0xbf,53,53,XK_slash,0x002f
KEY_SLASH,53,ANSI_Slash,0x2c,0x35,0x4a,0x4a,56,VK_OEM_2,0xbf,53,53,XK_question,0x003f
KEY_RIGHTSHIFT,54,RightShift,0x3c,0x36,0x59,0x59,229,VK_RSHIFT,0xa1,54,54,XK_Shift_R,0xffe2
KEY_KPASTERISK,55,ANSI_KeypadMultiply,0x43,0x37,0x7c,0x7e,85,VK_MULTIPLY,0x6a,55,55,XK_multiply,0x00d7
KEY_LEFTALT,56,Option,0x3a,0x38,0x11,0x19,226,VK_LMENU,0xa4,56,56,XK_Alt_L,0xffe9
KEY_LEFTALT,56,Option,0x3a,0x38,0x11,0x19,226,VK_MENU,0x12,56,56,XK_Alt_L,0xffe9
KEY_SPACE,57,Space,0x31,0x39,0x29,0x29,44,VK_SPACE,0x20,57,57,XK_space,0x0020
KEY_CAPSLOCK,58,CapsLock,0x39,0x3a,0x58,0x14,57,VK_CAPITAL,0x14,58,58,XK_Caps_Lock,0xffe5
KEY_F1,59,F1,0x7a,0x3b,0x05,0x07,58,VK_F1,0x70,59,59,XK_F1,0xffbe
KEY_F2,60,F2,0x78,0x3c,0x06,0x0f,59,VK_F2,0x71,60,60,XK_F2,0xffbf
KEY_F3,61,F3,0x63,0x3d,0x04,0x17,60,VK_F3,0x72,61,61,XK_F3,0xffc0
KEY_F4,62,F4,0x76,0x3e,0x0c,0x1f,61,VK_F4,0x73,62,62,XK_F4,0xffc1
KEY_F5,63,F5,0x60,0x3f,0x03,0x27,62,VK_F5,0x74,63,63,XK_F5,0xffc2
KEY_F6,64,F6,0x61,0x40,0x0b,0x2f,63,VK_F6,0x75,64,64,XK_F6,0xffc3
KEY_F7,65,F7,0x62,0x41,0x103,0x37,64,VK_F7,0x76,65,65,XK_F7,0xffc4
KEY_F8,66,F8,0x64,0x42,0x0a,0x3f,65,VK_F8,0x77,66,66,XK_F8,0xffc5
KEY_F9,67,F9,0x65,0x43,0x01,0x47,66,VK_F9,0x78,67,67,XK_F9,0xffc6
KEY_F10,68,F10,0x6d,0x44,0x09,0x4f,67,VK_F10,0x79,68,68,XK_F10,0xffc7
KEY_NUMLOCK,69,,,0x45,0x77,0x76,83,VK_NUMLOCK,0x90,69,69,XK_Num_Lock,0xff7f
KEY_SCROLLLOCK,70,,,0x46,0x7e,0x5f,71,VK_SCROLL,0x91,70,70,XK_Scroll_Lock,0xff14
KEY_KP7,71,ANSI_Keypad7,0x59,0x47,0x6c,0x6c,95,VK_NUMPAD7,0x67,71,71,XK_KP_7,0xffb7
KEY_KP8,72,ANSI_Keypad8,0x5b,0x48,0x75,0x75,96,VK_NUMPAD8,0x68,72,72,XK_KP_8,0xffb8
KEY_KP9,73,ANSI_Keypad9,0x5c,0x49,0x7d,0x7d,97,VK_NUMPAD9,0x69,73,73,XK_KP_9,0xffb9
KEY_KPMINUS,74,ANSI_KeypadMinus,0x4e,0x4a,0x7b,0x84,86,VK_SUBTRACT,0x6d,74,74,XK_KP_Subtract,0xffad
KEY_KP4,75,ANSI_Keypad4,0x56,0x4b,0x6b,0x6b,92,VK_NUMPAD4,0x64,75,75,XK_KP_4,0xffb4
KEY_KP5,76,ANSI_Keypad5,0x57,0x4c,0x73,0x73,93,VK_NUMPAD5,0x65,76,76,XK_KP_5,0xffb5
KEY_KP6,77,ANSI_Keypad6,0x58,0x4d,0x74,0x74,94,VK_NUMPAD6,0x66,77,77,XK_KP_6,0xffb6
KEY_KPPLUS,78,ANSI_KeypadPlus,0x45,0x4e,0x79,0x7c,87,VK_ADD,0x6b,78,78,XK_KP_Add,0xffab
KEY_KP1,79,ANSI_Keypad1,0x53,0x4f,0x69,0x69,89,VK_NUMPAD1,0x61,79,79,XK_KP_1,0xffb1
KEY_KP2,80,ANSI_Keypad2,0x54,0x50,0x72,0x72,90,VK_NUMPAD2,0x62,80,80,XK_KP_2,0xffb2
KEY_KP3,81,ANSI_Keypad3,0x55,0x51,0x7a,0x7a,91,VK_NUMPAD3,0x63,81,81,XK_KP_3,0xffb3
KEY_KP0,82,ANSI_Keypad0,0x52,0x52,0x70,0x70,98,VK_NUMPAD0,0x60,82,82,XK_KP_0,0xffb0
KEY_KPDOT,83,ANSI_KeypadDecimal,0x41,0x53,0x71,0x71,99,VK_DECIMAL,0x6e,83,83,XK_KP_Decimal,0xffae
,84,,,0x54,,,,,,,,,
KEY_ZENKAKUHANKAKU,85,,,0x76,0x5f,,148,,,,,,
KEY_102ND,86,,,0x56,0x61,0x13,100,VK_OEM_102,0xe1,86,86,,
KEY_F11,87,F11,0x67,0x57,0x78,0x56,68,VK_F11,0x7a,87,87,XK_F11,0xffc8
KEY_F12,88,F12,0x6f,0x58,0x07,0x5e,69,VK_F12,0x7b,88,88,XK_F12,0xffc9
KEY_RO,89,,,0x73,0x51,,135,,,,,,
KEY_KATAKANA,90,JIS_Kana????,0x68,0x78,0x63,,146,VK_KANA,0x15,,,,
KEY_HIRAGANA,91,,,0x77,0x62,,147,,,,,,
KEY_HENKAN,92,,,0x79,0x64,0x86,138,,,,,,
KEY_KATAKANAHIRAGANA,93,,,0x70,0x13,0x87,136,,,0xc8,0xc8,,
KEY_MUHENKAN,94,,,0x7b,0x67,0x85,139,,,,,,
KEY_KPJPCOMMA,95,JIS_KeypadComma,0x5f,0x5c,0x27,,140,,,,,XK_KP_Separator,0xffac
KEY_KPENTER,96,ANSI_KeypadEnter,0x4c,0xe01c,0x9e,0x79,88,,,0x64,0x64,XK_KP_Enter,0xff8d
KEY_RIGHTCTRL,97,RightControl,0x3e,0xe01d,,0x58,228,VK_RCONTROL,0xa3,0x65,0x65,XK_Control_R,0xffe4
KEY_KPSLASH,98,ANSI_KeypadDivide,0x4b,0xe035,0xb5,0x77,84,VK_DIVIDE,0x6f,0x68,0x68,XK_KP_Divide,0xffaf
KEY_SYSRQ,99,,,0x54,0x104,0x57,70,"VK_SNAPSHOT ???",0x2c,0x67,0x67,XK_Sys_Req,0xff15
KEY_RIGHTALT,100,RightOption,0x3d,0xe038,,0x39,230,VK_RMENU,0xa5,0x69,0x69,XK_Alt_R,0xffea
KEY_LINEFEED,101,,,0x5b,,,,,,,,,
KEY_HOME,102,Home,0x73,0xe047,0xe0,0x6e,74,VK_HOME,0x24,0x59,0x59,XK_Home,0xff50
KEY_UP,103,UpArrow,0x7e,0xe048,0xec,0x63,82,VK_UP,0x26,0x5a,0x5a,XK_Up,0xff52
KEY_PAGEUP,104,PageUp,0x74,0xe049,0xc9,0x6f,75,VK_PRIOR,0x21,0x5b,0x5b,XK_Page_Up,0xff55
KEY_LEFT,105,LeftArrow,0x7b,0xe04b,0xcb,0x61,80,VK_LEFT,0x25,0x5c,0x5c,XK_Left,0xff51
KEY_RIGHT,106,RightArrow,0x7c,0xe04d,0xcd,0x6a,79,VK_RIGHT,0x27,0x5e,0x5e,XK_Right,0xff53
KEY_END,107,End,0x77,0xe04f,0xe1,0x65,77,VK_END,0x23,0x5f,0x5f,XK_End,0xff57
KEY_DOWN,108,DownArrow,0x7d,0xe050,0xfe,0x60,81,VK_DOWN,0x28,0x60,0x60,XK_Down,0xff54
KEY_PAGEDOWN,109,PageDown,0x79,0xe051,0xf3,0x6d,78,VK_NEXT,0x22,0x61,0x61,XK_Page_Down,0xff56
KEY_INSERT,110,,,0xe052,0xd2,0x67,73,VK_INSERT,0x2d,0x62,0x62,XK_Insert,0xff63
KEY_DELETE,111,ForwardDelete,0x75,0xe053,0xf4,0x64,76,VK_DELETE,0x2e,0x63,0x63,XK_Delete,0xffff
KEY_MACRO,112,,,0xe06f,0xef,0x8e,,,,,,,
KEY_MUTE,113,Mute,0x4a,0xe020,0xfb,0x9c,239,VK_VOLUME_MUTE,0xad,,,,
KEY_VOLUMEDOWN,114,VolumeDown,0x49,0xe02e,,0x9d,238,VK_VOLUME_DOWN,0xae,,,,
KEY_VOLUMEUP,115,VolumeUp,0x48,0xe030,0xe9,0x95,237,VK_VOLUME_UP,0xaf,,,,
KEY_POWER,116,,,0xe05e,,,102,,,,,,
KEY_KPEQUAL,117,ANSI_KeypadEquals,0x51,0x59,0x0f,,103,,,0x76,0x76,XK_KP_Equal,0xffbd
KEY_KPPLUSMINUS,118,,,0xe04e,0xce,,,,,,,,
KEY_PAUSE,119,,,0xe046,0xc6,0x62,72,VK_PAUSE,0x013,0x66,0x66,XK_Pause,0xff13
KEY_SCALE,120,,,0xe00b,,,,,,,,,
KEY_KPCOMMA,121,ANSI_KeypadClear????,0x47,0x7e,0x6d,,133,VK_SEPARATOR??,0x6c,,,,
KEY_HANGEUL,122,,,,,,144,VK_HANGEUL,0x15,,,,
KEY_HANJA,123,,,0xe00d,,,145,VK_HANJA,0x19,,,,
KEY_YEN,124,JIS_Yen,0x5d,0x7d,0x6a,,137,,,0x7d,0x7d,,
KEY_LEFTMETA,125,Command,0x37,0xe05b,,0x8b,227,VK_LWIN,0x5b,0x6b,0x6b,XK_Meta_L,0xffe7
KEY_RIGHTMETA,126,,,0xe05c,,0x8c,231,VK_RWIN,0x5c,0x6c,0x6c,XK_Meta_R,0xffe8
KEY_COMPOSE,127,Function,0x3f,0xe05d,,0x8d,101,VK_APPS,0x5d,0x6d,0x6d,,
KEY_STOP,128,,,0xe068,,0x0a,243,VK_BROWSER_STOP,0xa9,,,,
KEY_AGAIN,129,,,0xe005,,0x0b,121,,,,,,
KEY_PROPS,130,,,0xe006,,0x0c,118,,,,,,
KEY_UNDO,131,,,0xe007,,0x10,122,,,,,,
KEY_FRONT,132,,,0xe00c,,,119,,,,,,
KEY_COPY,133,,,0xe078,,0x18,124,,,,,,
KEY_OPEN,134,,,0x64,,0x20,116,,,,,,
KEY_PASTE,135,,,0x65,,0x28,125,,,,,,
KEY_FIND,136,,,0xe041,,0x30,244,,,,,,
KEY_CUT,137,,,0xe03c,,0x38,123,,,,,,
KEY_HELP,138,,,0xe075,,0x09,117,VK_HELP,0x2f,,,XK_Help,0xff6a
KEY_MENU,139,,,0xe01e,,0x91,,,,,,,
KEY_CALC,140,,,0xe021,0xae,0xa3,251,,,,,,
KEY_SETUP,141,,,0x66,,,,,,,,,
KEY_SLEEP,142,,,0xe05f,,,248,VK_SLEEP,0x5f,,,,
KEY_WAKEUP,143,,,0xe063,,,,,,,,,
KEY_FILE,144,,,0x67,,,,,,,,,
KEY_SENDFILE,145,,,0x68,,,,,,,,,
KEY_DELETEFILE,146,,,0x69,,,,,,,,,
KEY_XFER,147,,,0xe013,,0xa2,,,,,,,
KEY_PROG1,148,,,0xe01f,,0xa0,,,,,,,
KEY_PROG2,149,,,0xe017,,0xa1,,,,,,,
KEY_WWW,150,,,0xe002,,,240,,,,,,
KEY_MSDOS,151,,,0x6a,,,,,,,,,
KEY_SCREENLOCK,152,,,0xe012,,0x96,249,,,,,,
KEY_DIRECTION,153,,,0x6b,,,,,,,,,
KEY_CYCLEWINDOWS,154,,,0xe026,,0x9b,,,,,,,
KEY_MAIL,155,,,0xe06c,,,,,,,,,
KEY_BOOKMARKS,156,,,0xe066,,,,,,,,,
KEY_COMPUTER,157,,,0xe06b,,,,,,,,,
KEY_BACK,158,,,0xe06a,,,241,VK_BROWSER_BACK,0xa6,,,,
KEY_FORWARD,159,,,0xe069,,,242,VK_BROWSER_FORWARD,0xa7,,,,
KEY_CLOSECD,160,,,0xe023,,0x9a,,,,,,,
KEY_EJECTCD,161,,,0x6c,,,236,,,,,,
KEY_EJECTCLOSECD,162,,,0xe07d,,,,,,,,,
KEY_NEXTSONG,163,,,0xe019,0xf1,0x93,235,VK_MEDIA_NEXT_TRACK,0xb0,,,,
KEY_PLAYPAUSE,164,,,0xe022,0xad,,232,VK_MEDIA_PLAY_PAUSE,0xb3,,,,
KEY_PREVIOUSSONG,165,,,0xe010,0xfa,0x94,234,VK_MEDIA_PREV_TRACK,0xb1,,,,
KEY_STOPCD,166,,,0xe024,0xa4,0x98,233,VK_MEDIA_STOP,0xb2,,,,
KEY_RECORD,167,,,0xe031,,0x9e,,,,,,,
KEY_REWIND,168,,,0xe018,,0x9f,,,,,,,
KEY_PHONE,169,,,0x63,,,,,,,,,
KEY_ISO,170,ISO_Section,0xa,0x70,,,,,,,,,
KEY_CONFIG,171,,,0xe001,,,,,,,,,
KEY_HOMEPAGE,172,,,0xe032,0xb2,0x97,,VK_BROWSER_HOME,0xac,,,,
KEY_REFRESH,173,,,0xe067,,,250,VK_BROWSER_REFRESH,0xa8,,,,
KEY_EXIT,174,,,0x71,,,,,,,,,
KEY_MOVE,175,,,0x72,,,,,,,,,
KEY_EDIT,176,,,0xe008,,,247,,,,,,
KEY_SCROLLUP,177,,,0x75,,,245,,,,,,
KEY_SCROLLDOWN,178,,,0xe00f,,,246,,,,,,
KEY_KPLEFTPAREN,179,,,0xe076,,,182,,,,,,
KEY_KPRIGHTPAREN,180,,,0xe07b,,,183,,,,,,
KEY_NEW,181,,,0xe009,,,,,,,,,
KEY_REDO,182,,,0xe00a,,,,,,,,,
KEY_F13,183,F13,0x69,0x5d,0x2f,0x7f,104,VK_F13,0x7c,0x6e,0x6e,,
KEY_F14,184,F14,0x6b,0x5e,0x37,0x80,105,VK_F14,0x7d,0x6f,0x6f,,
KEY_F15,185,F15,0x71,0x5f,0x3f,0x81,106,VK_F15,0x7e,0x70,0x70,,
KEY_F16,186,F16,0x6a,0x55,,0x82,107,VK_F16,0x7f,0x71,0x71,,
KEY_F17,187,F17,0x40,0xe003,,0x83,108,VK_F17,0x80,0x72,0x72,,
KEY_F18,188,F18,0x4f,0xe077,,,109,VK_F18,0x81,,,,
KEY_F19,189,F19,0x50,0xe004,,,110,VK_F19,0x82,,,,
KEY_F20,190,F20,0x5a,0x5a,,,111,VK_F20,0x83,,,,
KEY_F21,191,,,0x74,,,112,VK_F21,0x84,,,,
KEY_F22,192,,,0xe079,,,113,VK_F22,0x85,,,,
KEY_F23,193,,,0x6d,,,114,VK_F23,0x86,,,,
KEY_F24,194,,,0x6f,,,115,VK_F24,0x87,,,,
,195,,,0xe015,,,,,,,,,
,196,,,0xe016,,,,,,,,,
,197,,,0xe01a,,,,,,,,,
,198,,,0xe01b,,,,,,,,,
,199,,,0xe027,,,,,,,,,
KEY_PLAYCD,200,,,0xe028,,,,,,,,,
KEY_PAUSECD,201,,,0xe029,,,,,,,,,
KEY_PROG3,202,,,0xe02b,,,,,,,,,
KEY_PROG4,203,,,0xe02c,,,,,,,,,
KEY_DASHBOARD,204,,,0xe02d,,,,,,,,,
KEY_SUSPEND,205,,,0xe025,,,,,,,,,
KEY_CLOSE,206,,,0xe02f,,,,,,,,,
KEY_PLAY,207,,,0xe033,,,,VK_PLAY,0xfa,,,,
KEY_FASTFORWARD,208,,,0xe034,,,,,,,,,
KEY_BASSBOOST,209,,,0xe036,,,,,,,,,
KEY_PRINT,210,,,0xe039,,,,VK_PRINT,0x2a,,,,
